source_type	kinase	substrates	activity
in_vitro	ERK5	82	-0.01565571234326521
in_vitro	ERK7	28	0.45759238600421526
in_vitro	FAK	24	0.0157313491034447
in_vitro	FER	23	-0.5275983518297639
in_vitro	FES	21	-0.24626835997250995
in_vitro	FGFR1	23	-0.2075095385384654
in_vitro	FGFR2	27	-0.09615706597332728
in_vitro	FGFR3	34	-0.2451562637613655
in_vitro	FGFR4	12	-0.10330837910593453
in_vitro	FGR	20	0.040157346088582097
in_vitro	FLT1	16	0.36096046293710304
in_vitro	FLT3	26	-0.37820417215871743
in_vitro	FLT4	31	-1.122473527399936
in_vitro	FMS	16	-0.6671844550535961
in_vitro	FRAP	14	-2.6878782761414177
in_vitro	FRK	28	-0.6891423337046259
in_vitro	FYN	34	0.5127157566927784
in_vitro	GAK	7	0.3220320875122554
in_vitro	GCK	31	-0.659503330588388
in_vitro	GCN2	11	0.18003123208259558
in_vitro	GPRK5	79	3.374123899482773
in_vitro	GPRK7	67	1.5504290147963649
in_vitro	GSK3A	28	0.32792776054500977
in_vitro	GSK3B	55	1.4040939016341654
in_vitro	HCK	21	-1.2544029241552508
in_vitro	HGK	43	-0.08086805533251919
in_vitro	HIPK1	49	0.928529758556561
in_vitro	HIPK2	60	2.0072825969014962
in_vitro	HIPK3	52	0.07791658968954582
in_vitro	HIPK4	49	1.117858292304302
in_vitro	HRI	39	0.9336851993057483
in_vitro	HASPIN	10	0.3047557870549924
in_vitro	ICK	57	1.0558557240404851
in_vitro	IGF1R	26	-1.655164189881025
in_vitro	IKKA	61	0.0924697679138315
in_vitro	IKKB	142	0.19375218678960573
in_vitro	IKKE	107	-0.18437480330257344
in_vitro	INSR	33	-0.9297501802620026
in_vitro	IRAK1	41	-0.3483830681886826
in_vitro	IRAK4	25	-0.471932248317686
in_vitro	IRR	27	-0.6118083735306015
in_vitro	ITK	18	-0.02053841486654676
in_vitro	JAK1	9	0.11485271402251117
in_vitro	JAK2	15	0.47386122759736765
in_vitro	JAK3	22	0.011492005241912046
in_vitro	JNK1	235	2.432013230374521
in_vitro	JNK2	146	2.690846321350349
in_vitro	JNK3	120	-0.03287348288206787
in_vitro	KDR	18	0.2982373549579666
in_vitro	KHS1	42	-0.24695708616627393
in_vitro	KIT	19	-0.12552500633502164
in_vitro	LATS1	45	0.2756960689927346
in_vitro	LATS2	69	0.6387321017358967
in_vitro	LCK	24	0.029422763944885584
in_vitro	LIMK1	23	-1.1162680961230407
in_vitro	LIMK2	12	-3.1282297318193906
in_vitro	LKB1	11	-1.0629103314385882
in_vitro	LOK	8	-2.5230854436931565
in_vitro	LRRK2	27	-0.10324970593502686
in_vitro	LTK	25	-1.173502192807105
in_vitro	LYNA	25	0.10751681068338022
in_vitro	LYNB	37	0.31517596806142567
in_vitro	LZK	6	0.20078555265427592
in_vitro	MAP2K1	34	1.1014175408925129
in_vitro	MAP2K2	57	1.0638562182201354
in_vitro	MAP2K3	35	3.4681237505608085
in_vitro	MAP2K4	52	1.7976662051437866
in_vitro	MAP2K5	17	-4.31753301581413
in_vitro	MAP2K6	33	2.4058486407193578
in_vitro	MAP2K7	41	1.262048488385381
in_vitro	MAP3K1	28	-0.14053242619475803
in_vitro	MAP3K2	38	0.46299332136761767
in_vitro	MAP3K3	15	-2.064514813093421
in_vitro	MAP3K4	6	-3.048558316706059
in_vitro	MAP3K5	7	-3.187392037829402
in_vitro	MAPKAPK2	131	0.8379502329124232
in_vitro	MAPKAPK3	143	-0.07160744653620274
in_vitro	MAPKAPK5	126	0.7729254172829563
in_vitro	MARK1	70	0.6305014387482688
in_vitro	MARK2	103	-0.2723070250947399
in_vitro	MARK3	77	0.01409300325668711
in_vitro	MARK4	112	1.004714700652923
in_vitro	MAST2	11	0.03941801920441832
in_vitro	MELK	35	0.16944451319634884
in_vitro	MER	14	0.3079865480130509
in_vitro	MET	23	-1.5205161429972112
in_vitro	MINK	27	-0.49505057934946306
in_vitro	MLK1	69	-0.4102404956218784
in_vitro	MLK2	44	-0.03790696533415708
in_vitro	MLK3	71	0.11333595314984192
in_vitro	MNK1	3	-1.1318129666859627
in_vitro	MNK2	73	-0.4741101635834265
in_vitro	MOK	52	1.7297784093980901
in_vitro	MOS	14	-3.2850439230619366
in_vitro	MPSK1	21	0.21969503314924846
in_vitro	MRCKA	3	-0.7547626430320092
in_vitro	MRCKB	23	-0.2517371869766794
in_vitro	MSK1	168	-0.16772718245474208
in_vitro	MSK2	81	-0.9117292740009861
in_vitro	MSSK1	28	0.6323203261563342
in_vitro	MST1	41	-0.992103632813936
in_vitro	MST2	32	0.06525193421758467
in_vitro	MST3	51	-0.1776640398870016
in_vitro	MST4	56	0.32196384410997186
in_vitro	MUSK	35	-3.006064389742702
in_vitro	MYT1	6	0.4424921990577254
in_vitro	NDR1	34	-0.29684840306795185
in_vitro	NDR2	35	-0.46872057087162866
in_vitro	NEK11	27	-2.462513210782553
in_vitro	NEK1	43	0.11408092345753275
in_vitro	NEK2	72	-0.45442360041634033
in_vitro	NEK4	36	-1.3504143028577156
in_vitro	NEK6	58	-2.958593886652913
in_vitro	NEK7	60	-2.460313663836219
in_vitro	NEK9	57	0.22055888125413342
in_vitro	NIK	5	-1.9736014969568754
in_vitro	NIM1	105	0.5451447000818944
in_vitro	NLK	80	1.2669923869114041
in_vitro	NUAK1	31	1.5351425491377737
in_vitro	NUAK2	63	2.0717334824598397
in_vitro	OSR1	17	-2.973321318909357
in_vitro	PAK1	79	-0.6237040563684562
in_vitro	PAK2	94	-1.203710985619905
in_vitro	PAK3	87	-0.19597757799091667
in_vitro	PAK4	25	-0.10918849279688804
in_vitro	PAK5	36	-0.7205094297096855
in_vitro	PAK6	26	-0.41827839597059907
in_vitro	PASK	15	-1.1310654641120323
in_vitro	PBK	16	-2.496388076440959
in_vitro	PCTAIRE1	3	-0.7869362623206131
in_vitro	PDGFRA	32	-0.9888211404036162
in_vitro	PDGFRB	19	-0.5529039042059998
in_vitro	PDHK1	9	-0.13642694882778225
in_vitro	PDHK2	9	-0.42164459569075796
in_vitro	PDHK3	7	-1.0786677159092102
in_vitro	PDHK4	4	0.504522772547175
in_vitro	PEK	13	0.008431445646354426
in_vitro	PFTAIRE1	2	-0.15395304088967776
in_vitro	PHKG1	24	-0.16487942892780114
in_vitro	PHKG2	66	-1.0900244138818247
in_vitro	PIM1	89	0.3153159208973286
in_vitro	PIM2	29	-0.18638336069050157
in_vitro	PIM3	67	0.22112033957843363
in_vitro	PKACA	170	-0.7080228230328113
in_vitro	PKACB	116	-0.9281337942847269
in_vitro	PKACG	28	-0.33476588078686564
in_vitro	PKCA	53	0.1891776005070423
in_vitro	PKCB1	58	0.5206862292199599
in_vitro	PKCB2	38	-0.12171873386850549
in_vitro	PKCD	15	-2.050860388454904
in_vitro	PKCE	21	-0.8766230365618474
in_vitro	PKCG	32	-0.6969039068225871
in_vitro	PKCH	34	-0.2704288815322502
in_vitro	PKCI	29	1.1893576790424871
in_vitro	PKCT	50	-0.15202138588263112
in_vitro	PKCZ	35	0.1875660219095436
in_vitro	PKD1	51	0.010111503708412002
in_vitro	PKD2	59	-0.22733098878345026
in_vitro	PKD3	75	-0.12090045753315018
in_vitro	PKG1A	87	0.004665125283384102
in_vitro	PKG1B	62	-1.3423213838680295
in_vitro	PKN1	49	0.13357538165424132
in_vitro	PKN2	24	0.06729732241423698
in_vitro	PKN3	4	0.18612975253010636
in_vitro	PKR	10	0.8836176946091833
in_vitro	PLK1	55	0.16202192094335047
in_vitro	PLK2	11	0.8576347384218539
in_vitro	PLK3	84	4.386975911552046
in_vitro	PLK4	17	-1.1080018101934388
in_vitro	PRKX	78	-0.3086088541032814
in_vitro	PYK2	20	-0.01514023467974343
in_vitro	QIK	132	0.4690847915637313
in_vitro	RAF1	2	-0.31233812558058666
in_vitro	RET	47	1.2193666607822833
in_vitro	RHOK	25	0.7614882484352201
in_vitro	RIPK2	9	-1.1453744481971313
in_vitro	ROCK1	44	-1.3837332723458817
in_vitro	ROCK2	34	-1.047349677046713
in_vitro	RON	17	-0.9365535712686675
in_vitro	ROR1	5	-1.9942012610348931
in_vitro	ROR2	5	-1.0023042311684125
in_vitro	ROS	28	-0.6243015254148946
in_vitro	RSK1	131	-0.46140095514687607
in_vitro	RSK2	84	0.2513732908179046
in_vitro	RSK3	156	-0.019991066748902588
in_vitro	RSK4	104	-0.3390150705176327
in_vitro	SGK1	86	-1.13169331879736
in_vitro	SGK2	74	-1.224792612273228
in_vitro	SGK3	112	0.04763199212069173
in_vitro	SGK496	47	-0.6434121003743961
in_vitro	SIK	143	2.0369004285567947
in_vitro	SLK	23	-2.6777149120356376
in_vitro	SRC	32	-0.9001793047533742
in_vitro	SRM	21	-0.06623659109140129
in_vitro	SRPK1	8	1.1039107129735488
in_vitro	SRPK2	23	2.4056818648245764
in_vitro	STK33	30	2.28302746704759
in_vitro	STLK3	12	-2.7920999866921483
in_vitro	SYK	19	-0.01777995213578724
in_vitro	TAK1	34	-0.06839061495744705
in_vitro	TAO1	32	0.6027358086923815
in_vitro	TAO2	43	-0.9177562026542732
in_vitro	TBK1	72	-0.8923159410383563
in_vitro	TEC	21	-0.725963493489883
in_vitro	TESK1	13	-2.215485016949806
in_vitro	TESK2	3	-0.23811278012779902
in_vitro	TGFBR1	47	0.15975559820315466
in_vitro	TIE2	17	0.13692637283665807
in_vitro	TLK1	62	0.3925652474519554
in_vitro	TLK2	45	0.7174415852352347
in_vitro	TNIK	30	-0.8124164019533258
in_vitro	TNK1	19	-0.23563725581551406
in_vitro	TNNI3K	3	-0.096469124673127
in_vitro	TRKA	39	-0.6566383822855596
in_vitro	TRKB	16	-1.1133405645610643
in_vitro	TRKC	42	-0.5633897337917895
in_vitro	TSSK1	97	1.8874507492270602
in_vitro	TSSK2	84	1.9123914351843718
in_vitro	TTBK1	98	0.18511727963110466
in_vitro	TTK	3	0.08120246202037122
in_vitro	TXK	18	0.3242251467494844
in_vitro	TYK2	8	-0.07964044435084536
in_vitro	TYRO3	19	0.05724111389574052
in_vitro	ULK3	45	0.113630128794505
in_vitro	VRK1	8	-0.0041595303599852584
in_vitro	VRK2	2	-0.5190904720118039
in_vitro	WEE1	11	0.31331626853144007
in_vitro	WNK1	26	-0.24172127115551093
in_vitro	WNK2	32	-0.9676721855051083
in_vitro	WNK3	39	-1.6452033902949665
in_vitro	WNK4	6	-3.7732674926488246
in_vitro	YES	30	-0.1727008675949308
in_vitro	YSK1	39	-0.3758315897711856
in_vitro	ZAK	51	0.1459928896352887
in_vitro	ZAP70	20	0.13589789104336866
in_vitro	P38A	162	0.5016143687002077
in_vitro	P38B	122	0.01359110515633801
in_vitro	P38D	266	0.42591699068262173
in_vitro	P38G	265	2.272396644995169
in_vitro	P70S6KB	29	1.0284117030249114
in_vitro	P70S6K	118	1.9270698690704244
in_vitro	SKMLCK	51	0.3986661024399704
in_vitro	SMMLCK	10	0.38908339867282465
in_vitro	PIK3C3	2	-0.42648738887898763
in_vitro	PIK3CB	4	-0.06655285214795488
in_vitro	PIK3CD	1	-0.7158306715024413
in_vitro	PIK3CG	30	3.1600580927542476
in_vitro	PIK4CA	2	-0.8939570097926544
in_vitro	PIP4K2B	3	-0.3238704110854127
in_vitro	PIP5K1C	6	0.178016163277226
in_vitro	SPHK1	3	-0.11067156958486707
in_vitro	SPHK2	22	-0.9824873049252002
in_vivo	PRKCI	370	4.567791300874874
in_vivo	RPS6KA2	243	1.9639908513508317
in_vivo	CIT	486	3.895887908744733
in_vivo	TAOK3	384	3.3889755296235884
in_vivo	CAMKK2	382	1.791614321466973
in_vivo	SRPK1	353	4.301626753348492
in_vivo	IRAK1	337	0.890319187695022
in_vivo	PDGFRB	319	3.451719867407908
in_vivo	MAPK1	221	3.5257119426248233
in_vivo	MAPK3	221	3.5257119426248233
in_vivo	ARAF	801	21.719969435187576
in_vivo	MAP4K5	412	8.37843021859791
in_vivo	ERN1	571	13.52111246452897
in_vivo	MAPK14	488	16.472582641897823
in_vivo	TNK2	364	1.4597443754327657
in_vivo	TTK	251	10.132304280544558
in_vivo	PAK3	143	2.09113407413997
in_vivo	PIK3CA	141	0.532211958212381
in_vivo	PIK3CB	95	3.6787163591586554
in_vivo	MINK1	174	0.7762476287863328
in_vivo	PAK1	91	0.06658336104839191
in_vivo	MAP3K1	306	4.70865337089138
in_vivo	CDK9	211	1.5637845064665417
in_vivo	CAMK2D	66	0.3538773397972896
in_vivo	KIT	100	9.45060909922699
in_vivo	CSNK1E	326	11.522657711049574
in_vivo	YES1	192	1.3121081962113865
in_vivo	MAP4K4	171	1.4839433651880622
in_vivo	DYRK2	21	0.5854226696753433
in_vivo	PLK1	351	4.489187032897363
in_vivo	MELK	19	-0.1474121008093409
in_vivo	PKN2	13	1.6316989533981507
in_vivo	AKT1	79	-0.5130773077600937
in_vivo	AKT2	79	-0.5130773077600937
in_vivo	PRKACA	64	-0.5371961742819895
in_vivo	STK3	37	-1.6381911725885236
in_vivo	STK4	54	0.09321320267654003
in_vivo	MAP2K1	103	0.6403564511280376
in_vivo	CDK2	237	9.576122920595155
in_vivo	SRPK3	161	7.575184953668769
in_vivo	LATS1	57	-2.9024867517724653
in_vivo	MAST1	71	1.5552167891649538
in_vivo	PAK2	26	-0.028412691494833
in_vivo	CDK6	84	-0.26595366435607515
in_vivo	CDK4	47	0.4416810292648439
in_vivo	HIPK3	8	0.6782051803047396
in_vivo	CLK2	7	-0.7026508660302262
in_vivo	MAP3K11	2	0.1761750724097066
in_vivo	MAPKAPK2	29	-0.09855462198879128
in_vivo	LIMK1	90	3.7994810390791423
in_vivo	LIMK2	90	3.7994810390791423
in_vivo	ROCK1	45	1.3340926978566081
in_vivo	ROCK2	45	1.3340926978566081
in_vivo	MAP3K3	24	-0.2309629667144332
in_vivo	CDK1	44	1.3749556553997977
in_vivo	CDK5	44	1.3749556553997977
in_vivo	GSK3A	1	-0.06743125514007192
in_vivo	GSK3B	1	-0.06743125514007192
in_vivo	CAMK2A	21	-0.012471478712087317
in_vivo	BMP2K	4	-0.7628827637864436
in_vivo	MAP2K2	3	-0.6920341680243374
in_vivo	RPS6KB1	7	0.009494046008119547
in_vivo	MARK2	2	-1.9743732536370573
in_vivo	PKN1	1	-1.2077901696458007
in_vivo	PHKG2	31	0.43235766755472455
in_vivo	MAP3K15	19	-0.21426767780901862
in_vivo	CSNK2A2	14	0.8170442236358715
in_vivo	TAOK1	6	-0.2713205244094257
in_vivo	MAP3K2	11	0.9550569249236871
in_vivo	ABL1	87	2.206293425569226
in_vivo	PRKACB	8	-0.6300880717760611
in_vivo	PAK4	23	-0.5629581179314646
in_vivo	ABL2	81	3.154747259398448
in_vivo	CAMK2G	23	-0.4773393733658595
in_vivo	CDK17	12	0.3974717817501933
in_vivo	FYN	11	0.6864076150259306
in_vivo	SIK2	4	-0.07405348936590259
in_vivo	EIF2AK1	17	-1.1746897535589949
in_vivo	ULK1	21	0.07701533683224379
in_vivo	CDKL5	18	-0.25015666672596987
in_vivo	MAPK9	54	6.171379693804094
in_vivo	RPS6KA3	20	-0.5635660726502469
in_vivo	AURKB	6	0.30373896190705907
in_vivo	MTOR	34	-0.5907156207773685
in_vivo	MARK3	13	-0.6210500141559442
in_vivo	MKNK2	14	2.763262274719221
in_vivo	AKT3	4	-0.3281034670208482
in_vivo	PRKAA1	5	-0.23181533942144608
in_vivo	RPS6KA4	13	-0.09466514689912714
in_vivo	TYK2	2	-1.277594571957808
in_vivo	CDK16	2	-0.29229735369621523
in_vivo	MAP2K4	1	0.10417184986735523
in_vivo	SLK	2	-0.2507170039970067
in_vivo	RPS6KA6	6	0.055567950015303125
in_vivo	LATS2	1	-0.22191703837612503
in_vivo	PRKD3	5	-0.9306298401274271
in_vivo	RIPK3	3	0.32476126400889793
in_vivo	CLK1	7	0.07075126740629178
in_vivo	CLK4	4	-0.46871581499708653
in_vivo	STK17A	2	0.6012737081019338
in_vivo	STK10	2	-0.5326690496299008
in_vivo	CDK7	3	1.1149894894528816
in_vivo	PRKCQ	0	NA
DB_text-mining	PRKCE	17	-0.5734630422526946
DB_text-mining	PRKCZ	22	-0.5142293838392767
DB_text-mining	CAMK2A	27	-9.57473201607439
DB_text-mining	PRKCA	85	-4.443297931775927
DB_text-mining	PRKAA2	12	-0.049776264804640084
DB_text-mining	MAP3K14	6	-3.0441517595037983
DB_text-mining	MAP3K3	5	0.23232539156042253
DB_text-mining	CHUK	11	0.43010083494486867
DB_text-mining	MAP3K7	10	-0.23749578069715044
DB_text-mining	IKBKB	18	0.14845638917341256
DB_text-mining	MAP2K4	5	-0.8528410339331777
DB_text-mining	PRKCD	33	-0.22175035175695085
DB_text-mining	MAPK3	123	-3.401771796553822
DB_text-mining	MAPK1	155	-4.818721778609392
DB_text-mining	MAPK14	58	-1.139475632981307
DB_text-mining	NTRK2	1	0.05805837959410953
DB_text-mining	NTRK1	1	0.05805837959410953
DB_text-mining	PRKD1	27	-1.8145041585372939
DB_text-mining	DAPK3	5	-3.579589802581231
DB_text-mining	ILK	8	-2.4080209234876087
DB_text-mining	PRKG1	19	-3.9325014384044783
DB_text-mining	ROCK2	7	-1.1848105131579925
DB_text-mining	PRKACA	137	-12.305529111559194
DB_text-mining	PKN1	5	-0.6245199952534936
DB_text-mining	PRKCH	6	-1.7117784404895198
DB_text-mining	PRKD3	1	-0.13608232077296412
DB_text-mining	CSNK2A1	140	3.7258085674520207
DB_text-mining	EGFR	13	-2.8629412399194214
DB_text-mining	ABL1	14	-2.6925635190474466
DB_text-mining	PRKG2	8	-1.0177259050997398
DB_text-mining	PRKCG	4	-1.8681334486224894
DB_text-mining	SRC	36	-2.3741759572565115
DB_text-mining	PRKCB	18	-3.2295217207279827
DB_text-mining	PRKD2	5	-0.5963658125368119
DB_text-mining	PRKCQ	10	-1.5432579479652455
DB_text-mining	PRKCI	9	0.3627500047250578
DB_text-mining	RAF1	12	-3.298347646842542
DB_text-mining	RPS6KA3	29	-1.8483408846172957
DB_text-mining	RPS6KA1	32	-2.2901767512733966
DB_text-mining	PIM3	4	-0.06292486622725195
DB_text-mining	ARAF	2	-0.5918035969327806
DB_text-mining	BRAF	14	-1.7956911067114065
DB_text-mining	PIM1	12	-0.36085584284383476
DB_text-mining	PAK1	37	-4.763490722452865
DB_text-mining	PIM2	6	-0.2657554460767102
DB_text-mining	PRKACG	17	-2.3684335972849184
DB_text-mining	PRKACB	10	-1.0604864665555558
DB_text-mining	PAK5	1	-0.06902933868544296
DB_text-mining	AKT1	86	-4.709102015291276
DB_text-mining	RPS6KA2	3	-0.7762795887092164
DB_text-mining	AKT3	18	-2.6884227613606466
DB_text-mining	AKT2	34	-2.388541038951658
DB_text-mining	CSNK1E	2	-0.29068915737191303
DB_text-mining	MTOR	56	-0.4780483347764802
DB_text-mining	CSNK1A1	24	0.6111242696290489
DB_text-mining	RPS6KB2	7	-0.0016527890163675783
DB_text-mining	MAPKAPK2	38	-1.390080959370633
DB_text-mining	CAMK1	8	-1.3006642023490957
DB_text-mining	IRAK1	1	-0.4319508904497219
DB_text-mining	CDK5	73	-12.736430850270551
DB_text-mining	MAPK9	17	-0.3190216587432576
DB_text-mining	NEK6	3	0.5142941271940717
DB_text-mining	MAPK8	41	-0.48757578485517544
DB_text-mining	MAP2K1	16	-1.1941671606586224
DB_text-mining	MAP2K2	8	-2.7168579676309332
DB_text-mining	EIF2AK2	5	-0.07390205397241519
DB_text-mining	MAP3K1	5	-1.1946102494555115
DB_text-mining	RET	9	-2.929949627811274
DB_text-mining	JAK2	9	-1.7156861054767407
DB_text-mining	CDK1	179	11.204720389363388
DB_text-mining	HIPK2	24	0.8301696877499047
DB_text-mining	MAP4K4	3	-0.5197693602833907
DB_text-mining	BCR	8	-0.4059718265232156
DB_text-mining	ATR	16	1.1688857287935264
DB_text-mining	PRKAA1	40	-0.21939869351124958
DB_text-mining	ATM	33	1.8375901288787624
DB_text-mining	NLK	5	-0.3284024308356697
DB_text-mining	RPS6KA5	13	-1.1763930925759782
DB_text-mining	RPS6KA4	5	-0.9033099140904772
DB_text-mining	TSSK4	0	NA
DB_text-mining	CAMK4	7	-0.66846256776562
DB_text-mining	SGK1	17	-4.161542461564508
DB_text-mining	MAP3K8	9	-0.9577046384560564
DB_text-mining	MAPK11	23	-0.3324657722308944
DB_text-mining	RPS6KA6	0	NA
DB_text-mining	INSR	20	-0.37698095277945476
DB_text-mining	IRAK4	3	1.0175483569381618
DB_text-mining	TBK1	13	-0.0033187170867283633
DB_text-mining	IKBKE	8	-0.4616918374076573
DB_text-mining	AURKB	37	-0.6499803580029555
DB_text-mining	LRRK2	10	-3.675267708919231
DB_text-mining	PKM	5	-0.3751163556794257
DB_text-mining	FES	0	NA
DB_text-mining	HCK	6	-1.22096405061918
DB_text-mining	FYN	20	-3.030437159527417
DB_text-mining	LYN	9	-0.2063282460665583
DB_text-mining	DDR1	0	NA
DB_text-mining	FGFR2	0	NA
DB_text-mining	SYK	11	-2.2333475553114708
DB_text-mining	BLK	3	-0.9139987909963505
DB_text-mining	FGR	6	-1.5451798748445544
DB_text-mining	YES1	4	-1.0949564993767478
DB_text-mining	NEK7	0	NA
DB_text-mining	DYRK1A	19	-1.2339807570227397
DB_text-mining	CDK4	24	5.275664622682708
DB_text-mining	FAM20C	0	NA
DB_text-mining	CSK	11	-1.2848375594721007
DB_text-mining	PLK3	6	-0.021376765993944682
DB_text-mining	MAPK12	14	-4.2066727413992995
DB_text-mining	MAPK10	10	-0.3852560860122035
DB_text-mining	VRK1	5	0.5472830857511519
DB_text-mining	TAF1	5	0.044880290711330095
DB_text-mining	GRK5	4	-1.6033596848711058
DB_text-mining	GRK6	3	-1.3691216313057515
DB_text-mining	GRK2	4	-0.13722071715723191
DB_text-mining	CSNK2A2	24	1.4024742139034603
DB_text-mining	ROS1	6	-0.2979428369141497
DB_text-mining	ERN1	2	0.22394471927167836
DB_text-mining	EIF2AK4	0	NA
DB_text-mining	STK26	2	-0.4065944143398159
DB_text-mining	STK25	2	-0.7092614732502664
DB_text-mining	STK24	0	NA
DB_text-mining	STK10	0	NA
DB_text-mining	ROCK1	17	-4.917108431788429
DB_text-mining	MERTK	2	-0.2476399594767232
DB_text-mining	AXL	4	-0.2608123243483946
DB_text-mining	TYRO3	0	NA
DB_text-mining	PDPK1	21	-1.365550441116164
DB_text-mining	ERBB3	1	-0.9662780798684794
DB_text-mining	AURKA	18	-1.9755420810106776
DB_text-mining	PDK1	6	-0.7570050713937583
DB_text-mining	PDK2	3	-0.6432020552316629
DB_text-mining	CAMKK1	1	-0.4533694917852906
DB_text-mining	PTK6	4	-0.8216247818963801
DB_text-mining	ALK	3	-1.0500804159550958
DB_text-mining	FER	4	-0.5482161980358295
DB_text-mining	JAK1	1	-0.6958269991458653
DB_text-mining	LCK	10	-1.1317167973200983
DB_text-mining	MAP2K7	2	-0.5265385737410034
DB_text-mining	PTK2	11	-2.0104270218659406
